date,store,item,sales
2017-02-01,8,18,82
2017-02-01,1,28,65
2017-02-01,5,4,13
2017-02-01,8,32,38
2017-02-01,10,47,23
2017-02-01,7,41,14
2017-02-01,8,40,28
2017-02-01,7,23,14
2017-02-01,6,35,29
2017-02-01,4,11,67
2017-02-01,4,17,22
2017-02-01,6,32,30
2017-02-01,2,45,88
2017-02-01,1,20,28
2017-02-01,4,6,66
2017-02-01,9,13,77
2017-02-01,3,15,92
2017-02-01,3,42,40
2017-02-01,6,34,17
2017-02-01,9,18,55
2017-02-01,1,6,53
2017-02-01,8,44,19
2017-02-01,10,41,26
2017-02-01,8,7,56
2017-02-01,7,19,15
2017-02-01,10,9,39
2017-02-01,2,23,34
2017-02-01,3,49,30
2017-02-01,7,37,10
2017-02-01,6,2,28
2017-02-01,7,31,27
2017-02-01,1,19,31
2017-02-01,1,33,47
2017-02-01,3,40,22
2017-02-01,7,17,16
2017-02-01,4,29,62
2017-02-01,10,49,16
2017-02-01,9,10,73
2017-02-01,10,33,59
2017-02-01,6,16,16
2017-02-01,8,38,76
2017-02-01,9,4,21
2017-02-01,8,42,41
2017-02-01,1,47,14
2017-02-01,4,12,53
2017-02-01,2,30,46
2017-02-01,6,50,38
2017-02-01,10,19,43
2017-02-01,6,21,22
2017-02-01,10,45,64
2017-02-01,2,40,25
2017-02-01,2,28,89
2017-02-01,4,41,10
2017-02-01,5,39,30
2017-02-01,1,25,45
2017-02-01,9,38,81
2017-02-01,5,36,40
2017-02-01,1,49,15
2017-02-01,1,24,50
2017-02-01,3,12,56
2017-02-01,10,35,71
2017-02-01,8,21,50
2017-02-01,9,45,71
2017-02-01,10,21,28
2017-02-01,3,6,67
2017-02-01,6,42,24
2017-02-01,4,10,58
2017-02-01,3,34,30
2017-02-01,10,28,79
2017-02-01,8,10,82
2017-02-01,7,30,22
2017-02-01,2,8,82
2017-02-01,7,8,44
2017-02-01,3,1,22
2017-02-01,9,37,17
2017-02-01,10,2,47
2017-02-01,10,11,48
2017-02-01,10,39,38
2017-02-01,9,27,18
2017-02-01,5,45,62
2017-02-01,4,2,45
2017-02-01,4,19,23
2017-02-01,8,12,69
2017-02-01,1,7,52
2017-02-01,4,42,40
2017-02-01,3,37,30
2017-02-01,7,50,39
2017-02-01,4,34,17
2017-02-01,3,23,24
2017-02-01,2,4,19
2017-02-01,3,16,22
2017-02-01,4,4,20
2017-02-01,4,20,41
2017-02-01,10,5,11
2017-02-01,7,14,36
2017-02-01,6,15,41
2017-02-01,7,4,8
2017-02-01,1,9,39
2017-02-01,1,35,40
2017-02-01,7,24,34
2017-02-01,8,33,57
2017-02-01,8,22,87
2017-02-01,7,18,39
2017-02-01,8,8,75
2017-02-01,7,3,20
2017-02-01,7,47,10
2017-02-01,10,27,18
2017-02-01,7,25,35
2017-02-01,7,7,47
2017-02-01,4,24,48
2017-02-01,8,2,59
2017-02-01,9,22,75
2017-02-01,7,45,44
2017-02-01,1,38,59
2017-02-01,3,17,32
2017-02-01,5,2,32
2017-02-01,10,40,38
2017-02-01,9,20,37
2017-02-01,10,24,54
2017-02-01,2,6,58
2017-02-01,5,9,31
2017-02-01,5,3,29
2017-02-01,8,50,56
2017-02-01,4,15,79
2017-02-01,4,50,53
2017-02-01,2,26,51
2017-02-01,6,49,13
2017-02-01,3,18,67
2017-02-01,3,5,16
2017-02-01,4,33,72
2017-02-01,2,10,58
2017-02-01,3,36,71
2017-02-01,9,25,54
2017-02-01,2,44,35
2017-02-01,9,33,53
2017-02-01,1,21,25
2017-02-01,5,38,54
2017-02-01,7,11,40
2017-02-01,8,43,36
2017-02-01,1,48,43
2017-02-01,2,32,41
2017-02-01,8,36,91
2017-02-01,9,11,56
2017-02-01,10,10,68
2017-02-01,6,25,48
2017-02-01,6,48,35
2017-02-01,1,31,51
2017-02-01,5,40,27
2017-02-01,2,24,69
2017-02-01,5,15,59
2017-02-01,9,16,18
2017-02-01,3,13,76
2017-02-01,7,38,51
2017-02-01,9,49,25
2017-02-01,6,36,40
2017-02-01,6,13,56
2017-02-01,6,18,41
2017-02-01,3,29,60
2017-02-01,6,29,47
2017-02-01,4,1,19
2017-02-01,10,1,16
2017-02-01,7,44,21
2017-02-01,4,5,12
2017-02-01,3,3,35
2017-02-01,9,9,38
2017-02-01,7,5,9
2017-02-01,2,15,87
2017-02-01,9,2,43
2017-02-01,2,33,85
2017-02-01,3,25,86
2017-02-01,6,3,23
2017-02-01,6,19,23
2017-02-01,4,27,16
2017-02-01,7,20,44
2017-02-01,3,2,50
2017-02-01,1,45,55
2017-02-01,3,19,41
2017-02-01,8,31,58
2017-02-01,4,38,58
2017-02-01,4,32,27
2017-02-01,5,1,14
2017-02-01,5,35,51
2017-02-01,8,13,90
2017-02-01,9,39,45
2017-02-01,10,16,23
2017-02-01,5,11,29
2017-02-01,3,14,52
2017-02-01,1,42,25
2017-02-01,6,10,44
2017-02-01,9,29,47
2017-02-01,2,16,25
2017-02-01,3,9,53
2017-02-01,2,43,53
2017-02-01,1,41,18
2017-02-01,6,11,40
2017-02-01,2,31,53
2017-02-01,6,23,15
2017-02-01,1,5,19
2017-02-01,4,8,72
2017-02-01,7,48,24
2017-02-01,1,50,62
2017-02-01,1,26,38
2017-02-01,8,15,92
2017-02-01,10,13,71
2017-02-01,9,15,73
2017-02-01,8,11,61
2017-02-01,10,17,28
2017-02-01,9,19,35
2017-02-01,2,41,19
2017-02-01,6,31,37
2017-02-01,2,22,89
2017-02-01,10,32,49
2017-02-01,9,42,30
2017-02-01,6,17,17
2017-02-01,4,25,78
2017-02-01,10,42,26
2017-02-01,9,43,42
2017-02-01,8,41,16
2017-02-01,6,41,15
2017-02-01,8,45,83
2017-02-01,2,20,54
2017-02-01,1,1,15
2017-02-01,5,37,20
2017-02-01,4,45,55
2017-02-01,3,21,41
2017-02-01,1,36,56
2017-02-01,2,7,61
2017-02-01,2,19,39
2017-02-01,9,7,45
2017-02-01,4,22,61
2017-02-01,3,44,24
2017-02-01,10,44,23
2017-02-01,7,1,14
2017-02-01,2,36,64
2017-02-01,7,10,50
2017-02-01,10,18,74
2017-02-01,1,46,33
2017-02-01,4,49,29
2017-02-01,1,17,21
2017-02-01,5,32,32
2017-02-01,8,14,47
2017-02-01,8,27,19
2017-02-01,2,42,38
2017-02-01,10,23,26
2017-02-01,2,49,28
2017-02-01,8,29,72
2017-02-01,8,47,19
2017-02-01,1,29,37
2017-02-01,5,23,20
2017-02-01,9,23,20
2017-02-01,5,7,37
2017-02-01,6,28,46
2017-02-01,4,14,39
2017-02-01,8,4,21
2017-02-01,1,34,19
2017-02-01,10,15,88
2017-02-01,5,18,51
2017-02-01,9,14,46
2017-02-01,2,1,22
2017-02-01,6,37,16
2017-02-01,5,22,51
2017-02-01,6,4,21
2017-02-01,8,20,62
2017-02-01,7,27,9
2017-02-01,4,21,32
2017-02-01,2,14,65
2017-02-01,8,19,34
2017-02-01,3,4,19
2017-02-01,10,12,67
2017-02-01,5,8,37
2017-02-01,1,27,8
2017-02-01,2,2,41
2017-02-01,5,19,27
2017-02-01,9,3,37
2017-02-01,5,46,33
2017-02-01,2,46,70
2017-02-01,10,46,52
2017-02-01,2,38,80
2017-02-01,4,36,67
2017-02-01,6,33,38
2017-02-01,5,25,46
2017-02-01,9,6,44
2017-02-01,9,1,21
2017-02-01,5,5,10
2017-02-01,3,38,66
2017-02-01,7,21,23
2017-02-01,1,40,34
2017-02-01,6,9,37
2017-02-01,6,6,39
2017-02-01,6,38,47
2017-02-01,6,44,21
2017-02-01,8,39,40
2017-02-01,7,46,27
2017-02-01,4,3,32
2017-02-01,6,27,9
2017-02-01,7,2,38
2017-02-01,6,24,38
2017-02-01,9,47,17
2017-02-01,4,44,30
2017-02-01,4,23,27
2017-02-01,5,50,41
2017-02-01,10,34,13
2017-02-01,5,30,23
2017-02-01,3,39,30
2017-02-01,6,47,10
2017-02-01,3,28,76
2017-02-01,7,33,41
2017-02-01,8,49,33
2017-02-01,6,7,34
2017-02-01,4,43,50
2017-02-01,1,30,22
2017-02-01,9,50,50
2017-02-01,2,25,80
2017-02-01,4,35,55
2017-02-01,5,31,31
2017-02-01,10,29,67
2017-02-01,6,5,12
2017-02-01,8,17,31
2017-02-01,4,37,26
2017-02-01,5,48,27
2017-02-01,3,22,67
2017-02-01,4,47,17
2017-02-01,8,5,15
2017-02-01,6,26,40
2017-02-01,2,48,49
2017-02-01,9,40,30
2017-02-01,8,28,95
2017-02-01,3,33,63
2017-02-01,10,48,43
2017-02-01,7,32,25
2017-02-01,2,50,60
2017-02-01,1,13,66
2017-02-01,3,24,50
2017-02-01,5,41,16
2017-02-01,2,11,73
2017-02-01,3,45,64
2017-02-01,9,12,56
2017-02-01,7,35,47
2017-02-01,5,42,23
2017-02-01,7,49,22
2017-02-01,6,40,12
2017-02-01,8,25,85
2017-02-01,8,30,36
2017-02-01,6,22,40
2017-02-01,2,5,19
2017-02-01,5,20,21
2017-02-01,3,8,65
2017-02-01,2,9,53
2017-02-01,3,27,17
2017-02-01,2,21,36
2017-02-01,6,8,55
2017-02-01,8,26,52
2017-02-01,10,37,27
2017-02-01,3,26,30
2017-02-01,7,40,17
2017-02-01,4,40,20
2017-02-01,5,26,35
2017-02-01,1,16,20
2017-02-02,4,1,17
2017-02-02,2,49,23
2017-02-02,6,18,51
2017-02-02,10,24,63
2017-02-02,3,36,75
2017-02-02,10,1,9
2017-02-02,2,36,92
2017-02-02,5,37,22
2017-02-02,6,6,29
2017-02-02,2,38,92
2017-02-02,2,14,77
2017-02-02,2,31,61
2017-02-02,7,47,12
2017-02-02,7,25,45
2017-02-02,7,3,21
2017-02-02,10,48,44
2017-02-02,8,2,63
2017-02-02,4,24,69
2017-02-02,7,7,41
2017-02-02,7,45,47
2017-02-02,9,22,73
2017-02-02,3,25,83
2017-02-02,8,8,75
2017-02-02,3,27,19
2017-02-02,10,40,31
2017-02-02,9,20,34
2017-02-02,6,44,13
2017-02-02,1,38,53
2017-02-02,1,45,62
2017-02-02,9,25,77
2017-02-02,2,44,33
2017-02-02,9,33,62
2017-02-02,7,32,29
2017-02-02,3,17,24
2017-02-02,6,26,28
2017-02-02,6,7,48
2017-02-02,3,3,37
2017-02-02,5,22,47
2017-02-02,4,5,22
2017-02-02,7,44,19
2017-02-02,5,2,33
2017-02-02,3,19,37
2017-02-02,10,27,17
2017-02-02,8,43,45
2017-02-02,3,29,69
2017-02-02,5,31,38
2017-02-02,4,12,67
2017-02-02,2,21,45
2017-02-02,7,49,16
2017-02-02,6,50,47
2017-02-02,10,37,27
2017-02-02,10,19,39
2017-02-02,6,21,23
2017-02-02,4,40,13
2017-02-02,2,30,53
2017-02-02,10,45,89
2017-02-02,2,40,33
2017-02-02,2,28,85
2017-02-02,8,5,12
2017-02-02,5,39,26
2017-02-02,1,13,78
2017-02-02,3,34,32
2017-02-02,1,25,47
2017-02-02,9,12,57
2017-02-02,9,38,55
2017-02-02,5,36,51
2017-02-02,5,8,60
2017-02-02,1,24,49
2017-02-02,8,42,35
2017-02-02,6,23,24
2017-02-02,1,47,18
2017-02-02,6,33,43
2017-02-02,2,22,96
2017-02-02,6,40,27
2017-02-02,4,4,22
2017-02-02,4,20,48
2017-02-02,5,26,29
2017-02-02,10,5,21
2017-02-02,7,14,30
2017-02-02,6,15,57
2017-02-02,7,4,11
2017-02-02,9,2,55
2017-02-02,1,9,38
2017-02-02,7,30,17
2017-02-02,1,35,49
2017-02-02,9,47,24
2017-02-02,5,50,38
2017-02-02,8,10,86
2017-02-02,8,49,29
2017-02-02,4,41,9
2017-02-02,4,42,28
2017-02-02,6,16,29
2017-02-02,9,50,70
2017-02-02,8,38,73
2017-02-02,4,36,72
2017-02-02,9,4,24
2017-02-02,6,29,36
2017-02-02,1,5,10
2017-02-02,10,35,65
2017-02-02,6,37,22
2017-02-02,10,10,55
2017-02-02,8,21,42
2017-02-02,6,25,47
2017-02-02,9,23,27
2017-02-02,6,48,27
2017-02-02,1,31,42
2017-02-02,5,40,19
2017-02-02,2,19,41
2017-02-02,5,15,43
2017-02-02,2,24,63
2017-02-02,8,36,67
2017-02-02,9,16,23
2017-02-02,4,45,79
2017-02-02,2,7,58
2017-02-02,3,13,100
2017-02-02,7,38,44
2017-02-02,9,49,23
2017-02-02,6,36,48
2017-02-02,6,13,53
2017-02-02,10,18,75
2017-02-02,7,48,29
2017-02-02,1,17,28
2017-02-02,9,11,59
2017-02-02,3,12,73
2017-02-02,5,23,21
2017-02-02,8,30,42
2017-02-02,10,21,42
2017-02-02,9,45,70
2017-02-02,10,32,44
2017-02-02,9,42,42
2017-02-02,3,6,71
2017-02-02,1,27,14
2017-02-02,4,10,63
2017-02-02,10,13,80
2017-02-02,8,33,77
2017-02-02,10,28,95
2017-02-02,4,27,22
2017-02-02,2,1,28
2017-02-02,8,22,73
2017-02-02,6,42,25
2017-02-02,8,31,73
2017-02-02,7,18,57
2017-02-02,1,21,32
2017-02-02,5,38,65
2017-02-02,3,14,56
2017-02-02,1,42,33
2017-02-02,7,11,39
2017-02-02,9,29,59
2017-02-02,1,48,35
2017-02-02,2,32,47
2017-02-02,7,2,19
2017-02-02,10,31,56
2017-02-02,6,49,11
2017-02-02,2,41,24
2017-02-02,6,34,15
2017-02-02,9,18,66
2017-02-02,4,8,72
2017-02-02,8,44,31
2017-02-02,4,29,49
2017-02-02,1,26,39
2017-02-02,1,33,46
2017-02-02,6,11,46
2017-02-02,10,41,21
2017-02-02,5,18,47
2017-02-02,3,42,34
2017-02-02,8,7,58
2017-02-02,10,9,45
2017-02-02,2,23,36
2017-02-02,3,49,28
2017-02-02,5,41,7
2017-02-02,5,42,23
2017-02-02,8,28,97
2017-02-02,6,28,69
2017-02-02,7,37,15
2017-02-02,6,2,35
2017-02-02,3,22,67
2017-02-02,5,48,33
2017-02-02,7,19,26
2017-02-02,7,31,48
2017-02-02,10,17,36
2017-02-02,9,13,68
2017-02-02,9,28,74
2017-02-02,6,10,50
2017-02-02,3,10,68
2017-02-02,7,20,28
2017-02-02,9,5,10
2017-02-02,10,16,21
2017-02-02,5,35,41
2017-02-02,10,7,59
2017-02-02,5,1,18
2017-02-02,2,35,73
2017-02-02,10,47,26
2017-02-02,3,15,86
2017-02-02,3,2,73
2017-02-02,4,11,60
2017-02-02,6,3,29
2017-02-02,6,32,25
2017-02-02,2,45,74
2017-02-02,4,17,31
2017-02-02,8,11,72
2017-02-02,6,35,46
2017-02-02,10,42,32
2017-02-02,4,25,70
2017-02-02,1,20,40
2017-02-02,4,6,57
2017-02-02,7,23,7
2017-02-02,1,19,30
2017-02-02,3,40,25
2017-02-02,7,17,12
2017-02-02,6,47,16
2017-02-02,10,30,44
2017-02-02,10,8,81
2017-02-02,7,43,28
2017-02-02,4,44,23
2017-02-02,7,46,45
2017-02-02,5,43,29
2017-02-02,7,26,21
2017-02-02,3,46,60
2017-02-02,6,24,30
2017-02-02,8,3,36
2017-02-02,8,32,41
2017-02-02,7,33,32
2017-02-02,9,1,12
2017-02-02,6,43,25
2017-02-02,3,38,74
2017-02-02,9,21,34
2017-02-02,8,16,18
2017-02-02,8,18,74
2017-02-02,1,28,65
2017-02-02,1,16,15
2017-02-02,8,9,66
2017-02-02,7,35,44
2017-02-02,5,4,16
2017-02-02,10,46,69
2017-02-02,2,3,40
2017-02-02,3,30,36
2017-02-02,4,35,59
2017-02-02,1,6,46
2017-02-02,8,40,37
2017-02-02,3,26,47
2017-02-02,8,26,34
2017-02-02,7,21,19
2017-02-02,7,41,15
2017-02-02,3,20,42
2017-02-02,1,44,22
2017-02-02,2,5,25
2017-02-02,7,12,33
2017-02-02,3,8,71
2017-02-02,10,29,66
2017-02-02,6,5,12
2017-02-02,2,37,29
2017-02-02,6,9,38
2017-02-02,5,13,55
2017-02-02,8,35,65
2017-02-02,1,23,16
2017-02-02,6,14,35
2017-02-02,3,47,14
2017-02-02,8,39,51
2017-02-02,5,46,32
2017-02-02,1,12,46
2017-02-02,9,3,30
2017-02-02,10,36,64
2017-02-02,5,33,46
2017-02-02,2,6,66
2017-02-02,6,46,37
2017-02-02,1,29,54
2017-02-02,9,48,46
2017-02-02,3,45,73
2017-02-02,1,43,31
2017-02-02,5,20,26
2017-02-02,4,9,40
2017-02-02,7,36,54
2017-02-02,4,28,66
2017-02-02,9,43,34
2017-02-02,5,47,5
2017-02-02,3,32,40
2017-02-02,9,15,80
2017-02-02,2,48,54
2017-02-02,6,17,23
2017-02-02,5,24,43
2017-02-02,10,22,79
2017-02-02,9,39,35
2017-02-02,8,23,36
2017-02-02,3,9,50
2017-02-02,4,14,54
2017-02-02,4,13,70
2017-02-02,8,24,62
2017-02-02,1,37,22
2017-02-02,8,45,80
2017-02-02,5,27,17
2017-02-02,1,14,51
2017-02-02,4,7,52
2017-02-02,4,37,35
2017-02-02,1,32,30
2017-02-02,5,9,35
2017-02-02,4,47,18
2017-02-02,5,3,18
2017-02-02,8,50,62
2017-02-02,4,15,75
2017-02-02,2,46,81
2017-02-02,8,25,79
2017-02-02,10,34,20
2017-02-02,4,50,57
2017-02-02,3,18,78
2017-02-02,1,30,29
2017-02-02,3,33,63
2017-02-02,3,5,22
2017-02-02,1,40,17
2017-02-02,2,10,77
2017-02-02,2,26,49
2017-02-02,10,33,77
2017-02-02,6,38,57
2017-02-02,9,10,61
2017-02-02,10,49,21
2017-02-02,8,17,32
2017-02-02,5,34,14
2017-02-02,7,40,19
2017-02-02,10,3,33
2017-02-02,4,33,45
2017-02-02,1,4,17
2017-02-02,10,38,106
2017-02-02,9,35,59
2017-02-02,2,20,50
2017-02-02,6,45,46
2017-02-02,2,47,24
2017-02-02,3,11,59
2017-02-02,9,34,30
2017-02-02,8,1,17
2017-02-02,3,4,23
2017-02-02,5,44,19
2017-02-02,6,30,22
2017-02-02,4,21,35
2017-02-02,9,36,74
2017-02-02,8,46,57
2017-02-02,6,4,13
2017-02-02,7,27,13
2017-02-02,9,24,60
2017-02-02,8,4,24
2017-02-02,10,50,67
2017-02-02,10,15,81
2017-02-02,7,9,24
2017-02-02,4,26,42
2017-02-02,10,25,74
2017-02-02,7,39,40
2017-02-02,10,43,48
2017-02-02,7,42,17
2017-02-02,4,30,33
2017-02-02,1,15,77
2017-02-02,3,21,40
2017-02-02,1,3,20
2017-02-02,10,12,68
2017-02-02,9,46,48
2017-02-02,10,26,46
2017-02-02,10,23,33
2017-02-02,3,44,32
2017-02-02,3,7,49
2017-02-02,5,29,41
2017-02-02,1,36,59
2017-02-02,4,49,26
2017-02-02,1,8,54
2017-02-02,5,32,34
2017-02-02,8,14,69
2017-02-02,3,41,20
2017-02-02,2,27,20
2017-02-02,10,4,15
2017-02-02,1,46,38
2017-02-02,4,16,31
2017-02-02,7,10,39
2017-02-02,9,8,59
2017-02-02,5,16,15
2017-02-02,4,22,67
2017-02-02,9,17,29
2017-02-02,5,21,28
2017-02-02,9,7,49
2017-02-02,7,6,30
2017-02-02,8,41,26
2017-02-02,3,24,65
2017-02-02,10,20,44
2017-02-02,2,15,79
2017-02-02,7,13,52
2017-02-02,8,20,55
2017-02-02,7,29,41
2017-02-02,3,37,26
2017-02-02,9,14,58
2017-02-02,1,7,38
2017-02-02,9,41,20
2017-02-02,1,39,39
2017-02-02,2,8,84
2017-02-02,8,13,94
2017-02-02,8,12,76
2017-02-02,2,33,75
2017-02-02,10,6,57
2017-02-02,7,16,18
2017-02-02,3,48,43
2017-02-02,1,41,8
2017-02-02,3,35,56
2017-02-02,4,48,40
2017-02-02,9,31,41
2017-02-02,5,49,22
2017-02-02,2,17,31
2017-02-02,1,1,17
2017-02-02,7,50,48
2017-02-02,4,3,30
2017-02-02,9,6,50
2017-02-02,10,39,36
2017-02-02,6,19,24
2017-02-02,1,50,51
2017-02-02,7,8,52
2017-02-02,5,19,31
2017-02-02,7,34,17
2017-02-02,5,17,22
2017-02-02,5,5,17
2017-02-02,2,25,79
2017-02-02,9,27,16
2017-02-02,1,10,55
2017-02-02,8,47,21
2017-02-02,4,43,36
2017-02-02,3,39,52
2017-02-02,4,34,27
2017-02-02,8,15,97
2017-02-02,2,11,65
2017-02-02,7,15,66
2017-02-02,2,16,22
2017-02-02,5,45,47
2017-02-02,4,2,39
2017-02-02,2,50,58
2017-02-02,2,18,115
2017-02-02,5,28,46
2017-02-02,8,34,30
2017-02-02,4,23,29
2017-02-02,5,10,44
2017-02-02,6,22,54
2017-02-02,5,7,28
2017-02-02,4,18,83
2017-02-02,9,19,28
2017-02-02,9,26,38
2017-02-02,2,43,57
2017-02-02,5,6,40
2017-02-02,2,34,30
2017-02-02,1,2,47
2017-02-02,6,31,37
2017-02-02,9,30,36
2017-02-02,7,22,39
2017-02-02,4,39,46
2017-02-02,6,39,35
2017-02-02,9,32,39
2017-02-02,10,44,26
2017-02-02,1,22,62
2017-02-02,4,19,30
2017-02-02,8,19,43
2017-02-02,9,9,44
2017-02-02,1,34,21
2017-02-02,8,29,61
2017-02-02,8,6,52
2017-02-02,2,13,90
2017-02-02,1,49,18
2017-02-02,1,18,48
2017-02-02,6,27,14
2017-02-02,6,12,38
2017-02-02,1,11,55
2017-02-02,6,1,9
2017-02-02,3,31,60
2017-02-02,2,39,46
2017-02-02,6,41,13
2017-02-02,2,42,46
2017-02-02,7,28,52
2017-02-02,3,28,102
2017-02-02,5,14,46
2017-02-02,9,44,34
2017-02-02,8,27,28
2017-02-02,5,11,41
2017-02-02,5,12,41
2017-02-02,9,37,25
2017-02-02,5,30,28
2017-02-02,2,29,90
2017-02-02,3,1,28
2017-02-02,9,40,26
2017-02-02,7,1,16
2017-02-02,3,23,27
2017-02-02,10,2,67
2017-02-02,4,31,66
2017-02-02,6,8,44
2017-02-02,8,37,28
2017-02-02,7,5,17
2017-02-02,2,4,24
2017-02-02,4,46,53
2017-02-02,3,43,47
2017-02-02,3,16,29
2017-02-02,2,2,76
2017-02-02,10,11,67
2017-02-02,4,38,77
2017-02-02,2,9,50
2017-02-02,10,14,59
2017-02-02,5,25,56
2017-02-02,8,48,63
2017-02-02,3,50,62
2017-02-02,4,32,40
2017-02-02,6,20,33
2017-02-02,7,24,37
2017-02-02,2,12,65
2017-02-03,8,24,64
2017-02-03,2,49,35
2017-02-03,2,36,86
2017-02-03,1,1,24
2017-02-03,7,41,13
2017-02-03,1,44,28
2017-02-03,1,36,66
2017-02-03,8,36,94
2017-02-03,4,1,28
2017-02-03,2,42,39
2017-02-03,1,23,24
2017-02-03,1,20,38
2017-02-03,10,23,29
2017-02-03,2,19,53
2017-02-03,6,41,20
2017-02-03,9,9,40
2017-02-03,10,1,22
2017-02-03,9,13,98
2017-02-03,8,45,88
2017-02-03,10,26,47
2017-02-03,9,40,27
2017-02-03,1,37,23
2017-02-03,3,20,46
2017-02-03,7,38,52
2017-02-03,9,16,19
2017-02-03,3,9,41
2017-02-03,4,14,63
2017-02-03,4,18,72
2017-02-03,2,5,18
2017-02-03,3,3,36
2017-02-03,1,8,67
2017-02-03,5,46,44
2017-02-03,5,7,48
2017-02-03,4,45,98
2017-02-03,6,25,54
2017-02-03,6,9,34
2017-02-03,10,10,84
2017-02-03,5,22,64
2017-02-03,4,13,79
2017-02-03,9,26,49
2017-02-03,4,5,15
2017-02-03,3,15,67
2017-02-03,6,35,39
2017-02-03,6,37,19
2017-02-03,7,8,46
2017-02-03,6,48,50
2017-02-03,4,46,62
2017-02-03,7,28,51
2017-02-03,8,47,28
2017-02-03,3,29,74
2017-02-03,4,49,32
2017-02-03,10,29,67
2017-02-03,2,2,75
2017-02-03,3,6,69
2017-02-03,2,8,90
2017-02-03,2,24,95
2017-02-03,10,42,33
2017-02-03,8,35,57
2017-02-03,5,15,63
2017-02-03,10,18,79
2017-02-03,5,37,28
2017-02-03,3,44,35
2017-02-03,7,48,31
2017-02-03,10,38,77
2017-02-03,6,36,55
2017-02-03,4,25,73
2017-02-03,2,37,27
2017-02-03,7,1,8
2017-02-03,1,39,35
2017-02-03,9,35,73
2017-02-03,6,13,55
2017-02-03,1,45,73
2017-02-03,10,12,69
2017-02-03,1,4,19
2017-02-03,5,40,25
