date,store,item,sales
2017-09-01,4,2,82
2017-09-01,7,13,84
2017-09-01,2,41,37
2017-09-01,10,49,32
2017-09-01,7,48,57
2017-09-01,7,20,47
2017-09-01,3,32,59
2017-09-01,6,2,65
2017-09-01,2,11,110
2017-09-01,1,30,51
2017-09-01,1,44,34
2017-09-01,7,7,48
2017-09-01,5,19,39
2017-09-01,7,17,24
2017-09-01,4,32,56
2017-09-01,9,17,41
2017-09-01,4,40,46
2017-09-01,10,9,74
2017-09-01,10,41,32
2017-09-01,4,33,86
2017-09-01,10,6,86
2017-09-01,9,42,47
2017-09-01,5,3,42
2017-09-01,8,34,29
2017-09-01,7,16,22
2017-09-01,5,33,66
2017-09-01,10,33,101
2017-09-01,3,11,108
2017-09-01,1,22,87
2017-09-01,1,7,68
2017-09-01,5,23,26
2017-09-01,3,28,122
2017-09-01,3,46,79
2017-09-01,7,24,64
2017-09-01,2,48,97
2017-09-01,10,4,32
2017-09-01,10,30,55
2017-09-01,3,8,113
2017-09-01,10,20,61
2017-09-01,10,29,96
2017-09-01,2,32,83
2017-09-01,10,38,133
2017-09-01,9,36,106
2017-09-01,5,2,71
2017-09-01,1,31,71
2017-09-01,9,41,35
2017-09-01,3,9,60
2017-09-01,2,4,48
2017-09-01,9,21,63
2017-09-01,2,18,134
2017-09-01,10,17,39
2017-09-01,7,34,24
2017-09-01,9,50,67
2017-09-01,1,17,42
2017-09-01,1,28,109
2017-09-01,3,44,53
2017-09-01,4,22,106
2017-09-01,6,24,70
2017-09-01,9,26,57
2017-09-01,8,45,114
2017-09-01,5,49,38
2017-09-01,8,4,40
2017-09-01,10,5,25
2017-09-01,5,28,71
2017-09-01,10,24,90
2017-09-01,1,27,32
2017-09-01,3,4,32
2017-09-01,5,42,43
2017-09-01,5,15,78
2017-09-01,1,6,58
2017-09-01,9,24,88
2017-09-01,8,19,61
2017-09-01,3,33,106
2017-09-01,3,20,74
2017-09-01,4,16,29
2017-09-01,8,22,127
2017-09-01,2,38,112
2017-09-01,3,12,98
2017-09-01,2,17,39
2017-09-01,9,43,62
2017-09-01,8,24,103
2017-09-01,6,1,20
2017-09-01,10,1,36
2017-09-01,7,40,23
2017-09-01,6,13,83
2017-09-01,4,3,48
2017-09-01,5,44,21
2017-09-01,7,1,10
2017-09-01,7,29,68
2017-09-01,2,39,68
2017-09-01,3,41,34
2017-09-01,8,26,63
2017-09-01,3,7,83
2017-09-01,7,27,16
2017-09-01,9,35,92
2017-09-01,8,9,93
2017-09-01,1,50,64
2017-09-01,1,34,20
2017-09-01,9,9,76
2017-09-01,4,46,88
2017-09-01,2,46,106
2017-09-01,5,17,24
2017-09-01,6,3,31
2017-09-01,3,36,107
2017-09-01,2,28,132
2017-09-01,4,12,92
2017-09-01,3,38,108
2017-09-01,9,5,23
2017-09-01,2,33,104
2017-09-01,8,39,62
2017-09-01,6,47,19
2017-09-01,10,26,61
2017-09-01,2,31,91
2017-09-01,4,28,115
2017-09-01,10,34,35
2017-09-01,9,22,114
2017-09-01,3,3,46
2017-09-01,4,21,52
2017-09-01,2,13,132
2017-09-01,1,49,29
2017-09-01,6,11,72
2017-09-01,1,36,83
2017-09-01,7,36,72
2017-09-01,7,14,44
2017-09-01,9,34,33
2017-09-01,7,46,55
2017-09-01,3,22,106
2017-09-01,6,23,27
2017-09-01,1,5,26
2017-09-01,5,8,76
2017-09-01,1,47,32
2017-09-01,4,8,97
2017-09-01,4,37,46
2017-09-01,3,43,80
2017-09-01,3,13,110
2017-09-01,7,50,66
2017-09-01,8,35,73
2017-09-01,1,15,99
2017-09-01,4,14,79
2017-09-01,1,37,34
2017-09-01,5,38,73
2017-09-01,6,8,75
2017-09-01,1,10,64
2017-09-01,6,48,55
2017-09-01,4,18,94
2017-09-01,10,43,71
2017-09-01,2,8,130
2017-09-01,6,39,48
2017-09-01,5,21,41
2017-09-01,9,29,81
2017-09-01,4,36,87
2017-09-01,7,26,42
2017-09-01,8,29,91
2017-09-01,2,7,103
2017-09-01,1,21,41
2017-09-01,1,25,87
2017-09-01,5,13,79
2017-09-01,4,50,87
2017-09-01,4,15,101
2017-09-01,10,46,66
2017-09-01,5,16,21
2017-09-01,6,10,74
2017-09-01,5,20,54
2017-09-01,5,18,70
2017-09-01,1,42,49
2017-09-01,9,4,41
2017-09-01,8,38,130
2017-09-02,9,8,100
2017-09-02,9,41,32
2017-09-02,8,9,86
2017-09-02,7,26,52
2017-09-02,10,12,115
2017-09-02,2,19,79
2017-09-02,6,16,27
2017-09-02,8,35,101
2017-09-02,9,49,37
2017-09-02,3,16,40
2017-09-02,3,11,104
2017-09-02,9,7,93
2017-09-02,1,33,77
2017-09-02,2,2,102
2017-09-02,8,11,130
2017-09-02,2,39,79
2017-09-02,10,42,55
2017-09-02,1,12,81
2017-09-02,2,30,70
2017-09-02,4,47,27
2017-09-02,7,36,74
2017-09-02,2,14,89
2017-09-02,8,10,125
2017-09-02,2,24,104
2017-09-02,7,33,73
2017-09-02,1,47,18
2017-09-02,5,26,52
2017-09-02,9,50,102
2017-09-02,4,23,44
2017-09-02,4,33,104
2017-09-02,5,27,23
2017-09-02,5,9,55
2017-09-02,6,25,95
2017-09-02,1,46,68
2017-09-02,2,12,128
2017-09-02,4,22,101
2017-09-02,3,17,52
2017-09-02,10,35,106
2017-09-02,1,27,21
2017-09-02,2,8,120
2017-09-02,8,14,81
2017-09-02,5,36,77
2017-09-02,6,12,74
2017-09-02,6,17,34
2017-09-02,4,24,91
2017-09-02,2,44,46
2017-09-02,8,27,41
2017-09-02,9,16,34
2017-09-02,7,22,70
2017-09-02,5,6,50
2017-09-02,9,20,78
2017-09-02,10,21,60
2017-09-02,10,46,82
2017-09-02,6,5,21
2017-09-02,3,30,52
2017-09-02,4,11,97
2017-09-02,8,17,56
2017-09-02,3,12,98
2017-09-02,4,18,128
2017-09-02,1,4,22
2017-09-02,8,20,59
2017-09-02,10,30,43
2017-09-02,1,19,41
2017-09-02,4,6,77
2017-09-02,3,19,68
2017-09-02,10,33,117
2017-09-02,9,24,72
2017-09-02,9,13,120
2017-09-02,7,27,24
2017-09-02,7,1,18
2017-09-02,7,5,17
2017-09-02,4,27,25
2017-09-02,1,10,85
2017-09-02,4,46,79
2017-09-02,1,50,90
2017-09-02,2,46,121
2017-09-02,6,13,73
2017-09-02,9,1,30
2017-09-02,10,9,75
2017-09-02,9,37,48
2017-09-02,10,16,44
2017-09-02,9,12,111
2017-09-02,7,39,41
2017-09-02,2,16,42
2017-09-02,1,36,81
2017-09-02,8,2,96
2017-09-02,3,20,77
2017-09-02,3,6,97
2017-09-02,5,13,88
2017-09-02,7,7,51
2017-09-02,10,4,35
2017-09-02,6,3,41
2017-09-02,3,1,22
2017-09-02,5,49,27
2017-09-02,7,16,32
2017-09-02,2,23,47
2017-09-02,10,22,112
2017-09-02,5,21,32
2017-09-02,4,5,32
2017-09-02,1,43,60
2017-09-02,2,7,112
2017-09-02,3,18,138
2017-09-02,5,16,24
2017-09-02,6,23,33
2017-09-02,7,44,30
2017-09-02,1,41,32
2017-09-02,10,40,48
2017-09-02,6,18,90
2017-09-02,8,41,32
2017-09-02,7,23,28
2017-09-02,1,14,62
2017-09-02,1,25,116
2017-09-02,7,37,34
2017-09-02,3,28,136
2017-09-02,5,34,30
2017-09-02,5,33,74
2017-09-02,7,18,70
2017-09-02,8,34,51
2017-09-02,5,3,35
2017-09-02,6,44,27
2017-09-02,7,6,54
2017-09-02,4,49,42
2017-09-02,6,31,68
2017-09-02,3,47,30
2017-09-02,1,34,20
2017-09-02,9,2,76
2017-09-02,7,4,16
2017-09-02,9,30,62
2017-09-02,5,43,62
2017-09-02,9,17,47
2017-09-02,5,46,56
2017-09-02,3,3,52
2017-09-02,10,8,116
2017-09-02,5,48,50
2017-09-02,1,37,44
2017-09-02,6,28,73
2017-09-02,6,8,92
2017-09-02,5,44,34
2017-09-02,4,43,61
2017-09-02,2,21,70
2017-09-02,6,11,81
2017-09-02,8,16,40
2017-09-02,5,40,41
2017-09-02,9,14,89
2017-09-02,7,14,50
2017-09-02,5,1,27
2017-09-02,5,45,80
2017-09-02,1,5,25
2017-09-02,3,22,115
2017-09-02,9,44,48
2017-09-02,9,47,31
2017-09-02,2,22,156
2017-09-02,4,35,97
2017-09-02,4,45,118
2017-09-02,3,33,91
2017-09-02,9,22,106
2017-09-02,2,31,110
2017-09-02,2,13,132
2017-09-02,4,7,86
2017-09-02,6,46,56
2017-09-02,9,5,19
2017-09-02,6,45,87
2017-09-02,6,19,53
2017-09-02,3,36,126
2017-09-02,5,29,79
2017-09-02,7,50,67
2017-09-02,1,15,103
2017-09-02,8,15,153
2017-09-02,4,41,39
2017-09-02,8,23,61
2017-09-02,2,43,75
2017-09-02,5,19,48
2017-09-02,8,49,57
2017-09-02,1,32,51
2017-09-02,3,7,96
2017-09-02,3,4,30
2017-09-02,7,45,69
2017-09-02,6,15,85
2017-09-02,8,26,81
2017-09-02,1,16,27
2017-09-02,2,49,40
2017-09-02,10,11,90
2017-09-02,2,35,108
2017-09-02,4,3,47
2017-09-02,10,28,128
2017-09-02,10,1,31
2017-09-02,1,8,90
2017-09-02,9,43,72
2017-09-02,10,3,55
2017-09-02,7,29,70
2017-09-02,1,23,41
2017-09-02,2,47,42
2017-09-02,2,26,79
2017-09-02,2,36,131
2017-09-02,8,4,38
2017-09-02,3,2,87
2017-09-02,2,50,110
2017-09-02,1,1,26
2017-09-02,10,25,123
2017-09-02,8,45,143
2017-09-02,5,15,80
2017-09-02,1,20,63
2017-09-02,1,39,67
2017-09-02,1,17,43
2017-09-02,9,32,56
2017-09-02,9,3,43
2017-09-02,10,17,54
2017-09-02,5,39,43
2017-09-02,5,2,59
2017-09-02,7,34,21
2017-09-02,1,26,56
2017-09-02,6,49,25
2017-09-02,8,47,31
2017-09-02,7,24,59
2017-09-02,6,38,73
2017-09-02,9,19,57
2017-09-02,7,9,41
2017-09-02,1,40,48
2017-09-02,9,46,84
2017-09-02,8,18,123
2017-09-02,7,13,78
2017-09-02,3,29,116
2017-09-02,5,35,68
2017-09-02,9,36,107
2017-09-02,5,23,15
2017-09-02,8,8,115
2017-09-02,10,50,92
2017-09-02,5,50,67
2017-09-02,9,39,67
2017-09-02,4,13,118
2017-09-02,4,10,94
2017-09-02,9,38,106
2017-09-02,3,34,36
2017-09-02,7,40,14
2017-09-02,8,43,75
2017-09-02,3,25,144
2017-09-02,3,39,75
2017-09-02,6,43,55
2017-09-02,10,10,121
2017-09-02,1,30,53
2017-09-02,1,24,69
2017-09-02,2,11,116
2017-09-02,6,27,19
2017-09-02,5,47,20
2017-09-02,7,20,52
2017-09-02,8,3,79
2017-09-02,7,2,34
2017-09-02,9,45,120
2017-09-02,10,49,35
2017-09-02,7,41,22
2017-09-02,4,48,58
2017-09-02,9,48,81
2017-09-02,8,40,47
2017-09-02,1,31,64
2017-09-02,10,44,46
2017-09-02,3,14,94
2017-09-02,10,45,117
2017-09-02,3,15,131
2017-09-02,8,12,134
2017-09-02,2,27,36
2017-09-02,2,18,136
2017-09-02,9,21,65
2017-09-02,1,3,47
2017-09-02,4,17,55
2017-09-02,5,22,75
2017-09-02,7,42,38
2017-09-02,6,40,34
2017-09-02,1,35,63
2017-09-02,4,38,121
2017-09-02,5,42,33
2017-09-02,3,9,74
2017-09-02,1,6,68
2017-09-02,7,35,58
2017-09-02,4,30,39
2017-09-02,8,32,67
2017-09-02,8,46,108
2017-09-02,6,1,15
2017-09-02,8,29,136
2017-09-02,8,42,64
2017-09-02,3,23,45
2017-09-02,5,41,21
2017-09-02,9,35,85
2017-09-02,6,39,38
2017-09-02,3,35,100
2017-09-02,6,22,89
2017-09-02,8,36,115
2017-09-02,9,26,62
2017-09-02,8,24,109
2017-09-02,8,5,34
2017-09-02,4,39,53
2017-09-02,6,4,21
2017-09-02,4,31,74
2017-09-02,6,32,61
2017-09-02,10,31,68
2017-09-02,7,10,73
2017-09-02,2,9,87
2017-09-02,3,44,41
2017-09-02,8,28,138
2017-09-02,1,7,83
2017-09-02,10,43,62
2017-09-02,1,2,78
2017-09-02,6,24,53
2017-09-02,4,20,58
2017-09-02,5,28,104
2017-09-02,1,18,100
2017-09-02,10,24,82
2017-09-02,7,3,23
2017-09-02,7,43,53
2017-09-02,4,1,29
2017-09-02,7,15,69
2017-09-02,10,5,30
2017-09-02,6,48,41
2017-09-02,7,11,60
2017-09-02,4,29,83
2017-09-02,10,26,66
2017-09-02,3,37,38
2017-09-02,8,13,138
2017-09-02,10,7,73
2017-09-02,3,31,90
2017-09-02,5,37,30
2017-09-02,5,25,81
2017-09-02,1,45,95
2017-09-02,2,32,79
2017-09-02,6,26,51
2017-09-02,3,49,44
2017-09-02,4,42,57
2017-09-02,6,21,38
2017-09-02,10,41,41
2017-09-02,6,35,57
2017-09-02,4,34,38
2017-09-02,2,15,143
2017-09-02,9,15,146
2017-09-02,3,48,89
2017-09-02,7,21,40
2017-09-02,4,40,31
2017-09-02,2,3,60
2017-09-02,6,6,52
2017-09-02,10,20,81
2017-09-02,8,6,93
2017-09-02,4,32,52
2017-09-02,7,28,71
2017-09-02,10,47,37
2017-09-02,3,42,55
2017-09-02,7,17,27
2017-09-02,8,37,52
2017-09-02,5,30,43
2017-09-02,10,32,59
2017-09-02,8,25,139
2017-09-02,5,12,64
2017-09-02,2,48,73
2017-09-02,10,36,102
2017-09-02,9,42,58
2017-09-02,9,28,120
2017-09-02,7,48,50
2017-09-02,2,25,131
2017-09-02,8,31,93
2017-09-02,9,29,95
2017-09-02,6,36,85
2017-09-02,4,21,53
2017-09-02,10,18,98
2017-09-02,2,17,52
2017-09-02,10,38,129
2017-09-02,8,50,109
2017-09-02,2,40,55
2017-09-02,2,38,140
2017-09-02,5,5,18
2017-09-02,1,42,58
2017-09-02,5,32,48
2017-09-02,8,22,133
2017-09-02,8,33,107
2017-09-02,1,11,95
2017-09-02,4,26,52
2017-09-02,2,20,69
2017-09-02,9,10,114
2017-09-02,3,32,78
2017-09-02,6,2,58
2017-09-02,7,30,31
2017-09-02,2,42,53
2017-09-02,2,29,110
2017-09-02,1,13,101
2017-09-02,4,2,83
2017-09-02,1,44,33
2017-09-02,1,22,93
2017-09-02,2,4,39
2017-09-02,7,32,40
2017-09-02,9,4,28
2017-09-02,6,42,27
2017-09-02,6,47,26
2017-09-02,5,18,90
2017-09-02,5,24,70
2017-09-02,10,13,120
2017-09-02,4,19,59
2017-09-02,3,46,103
2017-09-02,6,30,45
2017-09-02,4,12,107
2017-09-02,9,27,26
2017-09-02,6,20,42
2017-09-02,3,27,35
2017-09-02,10,48,64
2017-09-02,8,30,75
2017-09-02,6,29,73
2017-09-02,2,6,88
2017-09-02,8,1,38
2017-09-02,4,4,32
2017-09-02,9,9,84
2017-09-02,1,48,56
2017-09-02,6,33,73
2017-09-02,3,45,129
2017-09-02,7,46,53
2017-09-02,7,19,41
2017-09-02,6,37,27
2017-09-02,2,1,39
2017-09-02,2,34,44
2017-09-02,3,21,62
2017-09-02,10,29,96
2017-09-02,10,23,32
2017-09-02,4,25,102
2017-09-02,1,29,79
2017-09-02,4,28,123
2017-09-02,3,5,29
2017-09-02,10,19,69
2017-09-02,4,15,122
2017-09-02,10,14,96
2017-09-02,7,49,18
2017-09-02,8,39,82
2017-09-02,1,9,58
2017-09-02,8,38,126
2017-09-02,2,45,154
2017-09-02,6,10,68
2017-09-02,9,40,43
2017-09-02,4,36,94
2017-09-02,2,37,49
2017-09-02,4,50,94
2017-09-02,5,17,32
2017-09-02,9,34,44
2017-09-02,9,31,93
2017-09-02,9,33,101
2017-09-02,5,4,18
2017-09-02,8,7,96
2017-09-02,5,20,40
2017-09-02,9,25,113
2017-09-02,10,6,83
2017-09-02,6,34,31
2017-09-02,4,9,93
2017-09-02,6,14,64
2017-09-02,9,23,42
2017-09-02,2,10,122
2017-09-02,9,11,111
2017-09-02,10,2,88
2017-09-02,6,41,30
2017-09-02,3,38,136
2017-09-02,7,31,50
2017-09-02,3,13,137
2017-09-02,7,38,64
2017-09-02,7,12,73
2017-09-02,5,8,108
2017-09-02,9,18,121
2017-09-02,2,28,152
2017-09-02,7,47,20
2017-09-02,1,28,112
2017-09-02,3,41,36
2017-09-02,1,38,83
2017-09-02,8,44,45
2017-09-02,10,15,134
2017-09-02,3,50,95
2017-09-02,3,26,76
2017-09-02,2,33,123
2017-09-02,3,40,57
2017-09-02,10,27,41
2017-09-02,3,43,75
2017-09-02,1,21,49
2017-09-02,3,10,125
2017-09-02,4,16,40
2017-09-02,10,34,48
2017-09-02,1,49,27
2017-09-02,10,37,44
2017-09-02,8,48,78
2017-09-02,4,37,40
2017-09-02,2,5,27
2017-09-02,8,21,50
2017-09-02,5,7,55
2017-09-02,4,14,80
2017-09-02,4,8,128
2017-09-02,6,50,74
2017-09-02,9,6,93
2017-09-02,2,41,35
2017-09-02,7,8,81
2017-09-02,4,44,30
2017-09-02,5,11,74
2017-09-02,7,25,74
2017-09-02,5,14,65
2017-09-02,5,10,78
2017-09-02,6,9,48
2017-09-02,10,39,65
2017-09-02,3,8,123
2017-09-02,3,24,95
2017-09-02,6,7,60
2017-09-02,8,19,64
2017-09-02,5,38,77
2017-09-02,5,31,67
2017-09-03,9,14,102
2017-09-03,8,50,115
2017-09-03,8,6,91
2017-09-03,3,24,100
2017-09-03,6,44,33
2017-09-03,8,34,46
2017-09-03,5,1,24
2017-09-03,7,28,100
2017-09-03,3,15,145
2017-09-03,7,36,71
2017-09-03,6,2,64
2017-09-03,7,13,64
2017-09-03,3,8,123
2017-09-03,9,25,122
2017-09-03,9,36,136
2017-09-03,4,7,77
2017-09-03,8,16,39
2017-09-03,3,14,84
2017-09-03,10,34,35
2017-09-03,9,11,78
2017-09-03,6,18,73
2017-09-03,4,41,28
2017-09-03,5,46,62
2017-09-03,3,36,130
2017-09-03,1,2,87
2017-09-03,7,18,83
2017-09-03,9,16,21
2017-09-03,4,45,90
2017-09-03,7,44,25
2017-09-03,3,21,78
2017-09-03,9,22,114
2017-09-03,10,31,93
2017-09-03,6,37,30
2017-09-03,5,31,75
2017-09-03,8,23,55
2017-09-03,2,28,166
2017-09-03,8,12,106
2017-09-03,9,5,21
2017-09-03,3,3,55
2017-09-03,6,31,70
2017-09-03,2,21,74
2017-09-03,10,26,77
2017-09-03,9,30,65
2017-09-03,3,13,124
2017-09-03,3,5,36
2017-09-03,9,4,30
2017-09-03,10,14,98
2017-09-03,6,8,77
2017-09-03,1,14,72
2017-09-03,6,21,50
2017-09-03,7,16,33
2017-09-03,10,22,131
2017-09-03,8,29,128
2017-09-03,9,9,79
2017-09-03,4,5,24
2017-09-03,3,35,88
2017-09-03,5,16,33
2017-09-03,10,13,157
2017-09-03,2,20,88
2017-09-03,2,13,168
2017-09-03,10,27,28
2017-09-03,10,32,78
2017-09-03,3,45,129
2017-09-03,8,30,72
2017-09-03,4,12,114
2017-09-03,1,19,47
2017-09-03,7,5,14
2017-09-03,5,7,59
2017-09-03,3,12,122
2017-09-03,9,24,101
2017-09-03,7,22,77
2017-09-03,6,9,54
2017-09-03,5,11,74
2017-09-03,8,19,64
2017-09-03,6,13,81
