date,store,item,sales
2017-06-01,5,45,112
2017-06-01,1,47,30
2017-06-01,1,36,91
2017-06-01,10,11,130
2017-06-01,8,8,120
2017-06-01,4,43,67
2017-06-01,10,42,58
2017-06-01,1,35,76
2017-06-01,4,7,104
2017-06-01,5,46,58
2017-06-01,1,26,60
2017-06-01,10,16,32
2017-06-01,9,33,85
2017-06-01,8,46,97
2017-06-01,4,28,125
2017-06-01,7,13,56
2017-06-01,6,19,36
2017-06-01,9,8,114
2017-06-01,9,28,116
2017-06-01,1,18,95
2017-06-01,1,20,54
2017-06-01,10,7,84
2017-06-01,2,24,111
2017-06-01,2,17,44
2017-06-01,8,20,75
2017-06-01,1,48,58
2017-06-01,2,14,104
2017-06-01,2,11,128
2017-06-01,8,43,83
2017-06-01,8,50,116
2017-06-01,4,10,86
2017-06-01,7,40,28
2017-06-01,3,6,93
2017-06-01,6,44,39
2017-06-01,10,44,37
2017-06-01,9,49,43
2017-06-01,5,18,89
2017-06-01,1,9,53
2017-06-01,8,48,72
2017-06-01,1,33,73
2017-06-01,10,27,35
2017-06-01,1,49,38
2017-06-01,5,40,20
2017-06-01,9,42,54
2017-06-01,6,13,76
2017-06-01,1,8,99
2017-06-01,2,40,56
2017-06-01,5,7,63
2017-06-01,3,30,81
2017-06-01,6,5,13
2017-06-01,6,30,45
2017-06-01,5,44,26
2017-06-01,1,21,39
2017-06-01,10,50,117
2017-06-01,2,36,117
2017-06-01,10,26,64
2017-06-01,4,31,68
2017-06-01,2,12,122
2017-06-01,2,21,72
2017-06-01,7,35,81
2017-06-01,1,43,57
2017-06-01,8,1,42
2017-06-01,9,14,79
2017-06-01,4,12,103
2017-06-01,6,2,54
2017-06-01,2,26,100
2017-06-01,2,27,43
2017-06-01,7,30,34
2017-06-01,2,45,132
2017-06-01,3,25,120
2017-06-01,7,45,75
2017-06-01,2,18,131
2017-06-01,2,47,34
2017-06-01,3,9,78
2017-06-01,1,22,101
2017-06-01,7,31,55
2017-06-01,8,16,36
2017-06-01,8,35,129
2017-06-01,9,17,51
2017-06-01,3,41,28
2017-06-01,4,22,96
2017-06-01,5,15,77
2017-06-01,3,13,138
2017-06-01,3,46,95
2017-06-01,2,20,78
2017-06-01,9,40,35
2017-06-01,1,2,83
2017-06-01,8,27,39
2017-06-01,10,20,75
2017-06-01,1,11,84
2017-06-01,4,47,24
2017-06-01,9,35,112
2017-06-01,8,24,125
2017-06-01,9,30,64
2017-06-01,9,25,102
2017-06-01,3,36,91
2017-06-01,4,49,36
2017-06-01,1,25,90
2017-06-01,2,2,116
2017-06-01,9,2,97
2017-06-01,7,29,66
2017-06-01,6,23,33
2017-06-01,1,28,84
2017-06-01,4,48,70
2017-06-01,4,18,119
2017-06-01,9,34,33
2017-06-01,9,1,26
2017-06-01,3,23,42
2017-06-01,6,38,73
2017-06-01,2,29,111
2017-06-01,6,10,87
2017-06-01,4,35,95
2017-06-01,5,9,48
2017-06-01,10,28,141
2017-06-01,10,6,98
2017-06-01,7,6,61
2017-06-01,5,25,82
2017-06-01,5,3,35
2017-06-01,7,50,64
2017-06-01,2,5,31
2017-06-01,1,17,28
2017-06-01,5,31,68
2017-06-01,4,15,111
2017-06-01,8,2,98
2017-06-01,7,24,73
2017-06-01,10,23,51
2017-06-01,7,44,27
2017-06-01,7,34,29
2017-06-01,1,44,38
2017-06-01,3,21,72
2017-06-01,5,22,88
2017-06-01,3,2,91
2017-06-01,10,36,122
2017-06-01,4,30,50
2017-06-01,7,14,52
2017-06-01,9,45,114
2017-06-01,9,5,20
2017-06-01,10,22,111
2017-06-01,10,21,64
2017-06-01,8,22,132
2017-06-01,10,46,79
2017-06-01,1,19,54
2017-06-01,1,41,28
2017-06-01,8,7,110
2017-06-01,9,31,84
2017-06-01,2,25,129
2017-06-01,7,49,23
2017-06-01,8,36,122
2017-06-01,2,43,85
2017-06-01,8,14,104
2017-06-01,6,1,27
2017-06-01,9,16,39
2017-06-01,6,22,85
2017-06-01,2,10,136
2017-06-01,4,37,38
2017-06-01,2,34,36
2017-06-01,7,28,82
2017-06-01,9,39,61
2017-06-01,1,23,43
2017-06-01,5,43,50
2017-06-01,9,20,73
2017-06-01,8,3,51
2017-06-01,3,19,65
2017-06-01,6,25,81
2017-06-01,10,34,48
2017-06-01,3,32,71
2017-06-01,4,4,37
2017-06-01,7,21,34
2017-06-01,7,8,70
2017-06-01,10,3,58
2017-06-01,6,21,35
2017-06-01,4,3,51
2017-06-01,5,10,67
2017-06-01,5,32,51
2017-06-01,10,12,102
2017-06-01,8,32,85
2017-06-01,3,42,56
2017-06-01,4,21,41
2017-06-01,8,4,29
2017-06-01,4,46,75
2017-06-01,6,32,41
2017-06-01,4,40,37
2017-06-01,2,3,70
2017-06-01,10,37,53
2017-06-01,10,13,128
2017-06-01,5,12,50
2017-06-01,10,10,125
2017-06-01,8,18,136
2017-06-01,10,40,41
2017-06-01,3,8,111
2017-06-01,7,3,33
2017-06-01,10,33,117
2017-06-01,7,17,34
2017-06-01,3,18,114
2017-06-01,9,32,69
2017-06-01,5,47,32
2017-06-01,5,27,25
2017-06-01,4,36,104
2017-06-01,5,21,44
2017-06-01,3,44,42
2017-06-01,4,32,53
2017-06-01,7,20,45
2017-06-01,6,48,41
2017-06-01,8,13,140
2017-06-01,1,34,26
2017-06-01,10,15,121
2017-06-01,8,12,111
2017-06-01,10,24,102
2017-06-01,9,44,31
2017-06-01,10,35,108
2017-06-01,1,40,34
2017-06-01,6,47,23
2017-06-01,5,14,62
2017-06-01,3,28,114
2017-06-01,5,24,70
2017-06-01,6,16,34
2017-06-01,9,29,86
2017-06-01,10,1,31
2017-06-01,1,30,49
2017-06-01,4,27,28
2017-06-01,5,17,26
2017-06-01,4,39,63
2017-06-01,5,2,67
2017-06-01,8,45,120
2017-06-01,2,31,112
2017-06-01,3,35,95
2017-06-01,3,50,90
2017-06-01,5,11,77
2017-06-01,6,40,20
2017-06-01,8,47,36
2017-06-01,5,37,23
2017-06-01,1,37,36
2017-06-01,3,34,40
2017-06-01,9,10,117
2017-06-01,6,45,73
2017-06-01,6,14,52
2017-06-01,9,47,28
2017-06-01,6,35,73
2017-06-01,7,22,67
2017-06-01,9,3,45
2017-06-01,9,46,87
2017-06-01,8,6,114
2017-06-01,8,39,79
2017-06-01,5,26,48
2017-06-01,8,23,73
2017-06-01,7,1,22
2017-06-01,3,16,34
2017-06-01,6,26,51
2017-06-01,1,3,57
2017-06-01,2,8,138
2017-06-01,3,47,41
2017-06-01,10,29,99
2017-06-01,1,5,27
2017-06-01,10,14,96
2017-06-01,2,48,100
2017-06-01,1,29,91
2017-06-01,6,20,49
2017-06-01,8,38,137
2017-06-01,4,41,28
2017-06-01,3,37,63
2017-06-01,1,4,22
2017-06-01,6,31,50
2017-06-01,9,13,113
2017-06-01,6,46,55
2017-06-01,5,35,77
2017-06-01,2,44,56
2017-06-01,9,23,43
2017-06-01,4,44,44
2017-06-01,8,37,38
2017-06-01,4,5,21
2017-06-01,4,8,98
2017-06-01,8,5,34
2017-06-01,10,48,62
2017-06-01,3,1,42
2017-06-01,8,9,80
2017-06-01,3,22,111
2017-06-01,7,33,55
2017-06-01,2,19,57
2017-06-01,3,38,111
2017-06-01,5,36,82
2017-06-01,1,10,94
2017-06-01,10,17,49
2017-06-01,10,43,69
2017-06-01,2,50,137
2017-06-01,2,22,141
2017-06-01,1,6,65
2017-06-01,2,49,54
2017-06-01,7,42,43
2017-06-01,3,45,115
2017-06-01,1,1,29
2017-06-01,5,20,58
2017-06-01,5,30,45
2017-06-01,8,34,38
2017-06-01,5,28,72
2017-06-01,6,37,36
2017-06-01,3,7,91
2017-06-01,7,7,53
2017-06-01,5,5,15
2017-06-01,3,5,38
2017-06-01,4,19,63
2017-06-01,3,33,105
2017-06-01,3,43,80
2017-06-01,1,31,76
2017-06-01,5,16,25
2017-06-01,9,11,96
2017-06-01,7,36,63
2017-06-01,10,31,85
2017-06-01,6,50,63
2017-06-01,10,47,30
2017-06-01,7,11,69
2017-06-01,2,42,60
2017-06-01,4,45,121
2017-06-01,6,17,35
2017-06-01,7,43,50
2017-06-01,4,50,92
2017-06-01,5,1,21
2017-06-01,9,7,86
2017-06-01,5,49,29
2017-06-01,4,2,85
2017-06-01,7,39,35
2017-06-01,3,11,101
2017-06-01,3,4,33
2017-06-01,2,13,147
2017-06-01,8,11,100
2017-06-01,10,30,71
2017-06-01,8,21,68
2017-06-01,9,21,51
2017-06-01,6,42,42
2017-06-01,6,9,52
2017-06-01,2,23,48
2017-06-01,2,35,125
2017-06-01,6,6,58
2017-06-01,4,13,119
2017-06-01,10,8,135
2017-06-01,10,39,56
2017-06-01,6,15,88
2017-06-01,6,39,40
2017-06-01,9,41,32
2017-06-01,4,23,48
2017-06-01,4,33,77
2017-06-01,6,18,101
2017-06-01,10,32,65
2017-06-01,3,39,60
2017-06-01,8,28,131
2017-06-01,1,38,91
2017-06-01,3,17,57
2017-06-01,10,5,35
2017-06-01,1,46,57
2017-06-01,3,29,105
2017-06-01,6,43,58
2017-06-01,5,38,78
2017-06-01,8,10,113
2017-06-01,6,4,18
2017-06-01,9,37,41
2017-06-01,9,19,70
2017-06-01,2,7,104
2017-06-01,8,17,48
2017-06-01,10,18,134
2017-06-01,7,4,27
2017-06-01,10,25,113
2017-06-01,2,16,39
2017-06-01,6,49,22
2017-06-01,3,12,111
2017-06-01,7,37,26
2017-06-01,4,24,81
2017-06-01,4,11,120
2017-06-01,3,24,103
2017-06-01,9,9,76
2017-06-01,3,48,73
2017-06-02,2,8,148
2017-06-02,4,12,110
2017-06-02,7,31,69
2017-06-02,10,26,79
2017-06-02,6,13,102
2017-06-02,4,27,32
2017-06-02,7,45,91
2017-06-02,10,16,39
2017-06-02,10,30,60
2017-06-02,6,32,47
2017-06-02,2,12,136
2017-06-02,5,49,29
2017-06-02,2,21,65
2017-06-02,1,29,86
2017-06-02,10,20,71
2017-06-02,5,40,38
2017-06-02,6,14,77
2017-06-02,8,45,138
2017-06-02,2,45,149
2017-06-02,8,43,85
2017-06-02,9,35,92
2017-06-02,10,29,121
2017-06-02,1,33,96
2017-06-02,2,16,38
2017-06-02,10,15,127
2017-06-02,2,24,114
2017-06-02,2,26,79
2017-06-02,7,40,41
2017-06-02,4,45,119
2017-06-02,1,43,89
2017-06-02,2,35,109
2017-06-02,8,16,42
2017-06-02,3,36,136
2017-06-02,6,26,50
2017-06-02,9,14,80
2017-06-02,1,20,58
2017-06-02,1,8,102
2017-06-02,6,37,24
2017-06-02,10,8,113
2017-06-02,2,14,105
2017-06-02,6,40,23
2017-06-02,1,2,85
2017-06-02,5,44,36
2017-06-02,9,40,53
2017-06-02,10,31,93
2017-06-02,7,4,17
2017-06-02,7,36,76
2017-06-02,10,44,58
2017-06-02,5,12,65
2017-06-02,2,20,84
2017-06-02,8,48,83
2017-06-02,2,17,64
2017-06-02,4,36,115
2017-06-02,7,11,69
2017-06-02,3,13,138
2017-06-02,1,21,68
2017-06-02,4,22,114
2017-06-02,1,34,35
2017-06-02,9,49,56
2017-06-02,5,37,34
2017-06-02,9,8,121
2017-06-02,10,24,92
2017-06-02,6,19,44
2017-06-02,9,28,126
2017-06-02,4,10,98
2017-06-02,10,40,41
2017-06-02,2,19,74
2017-06-02,9,44,39
2017-06-02,2,36,141
2017-06-02,4,47,26
2017-06-02,3,30,65
2017-06-02,1,18,124
2017-06-02,2,23,47
2017-06-02,6,5,25
2017-06-02,3,41,40
2017-06-02,5,20,49
2017-06-02,4,31,81
2017-06-02,9,17,54
2017-06-02,9,30,50
2017-06-02,2,34,32
2017-06-02,6,30,42
2017-06-02,4,8,105
2017-06-02,8,24,134
2017-06-02,10,43,91
2017-06-02,8,4,33
2017-06-02,3,25,137
2017-06-02,10,25,135
2017-06-02,8,15,192
2017-06-02,10,9,80
2017-06-02,6,12,73
2017-06-02,7,47,23
2017-06-02,9,37,47
2017-06-02,2,15,163
2017-06-02,5,41,21
2017-06-02,5,23,23
2017-06-02,9,6,89
2017-06-02,5,6,61
2017-06-02,3,39,89
2017-06-02,4,1,32
2017-06-02,7,9,52
2017-06-02,9,26,71
2017-06-02,4,20,81
2017-06-02,2,42,75
2017-06-02,2,33,118
2017-06-02,6,43,67
2017-06-02,10,23,49
2017-06-02,2,5,32
2017-06-02,1,30,62
2017-06-02,10,1,33
2017-06-02,6,29,68
2017-06-02,5,2,70
2017-06-02,5,30,45
2017-06-02,3,28,136
2017-06-02,7,2,53
2017-06-02,4,24,109
2017-06-02,8,44,60
2017-06-02,8,19,71
2017-06-02,6,49,27
2017-06-02,6,34,23
2017-06-02,5,29,73
2017-06-02,8,40,50
2017-06-02,7,32,36
2017-06-02,4,9,69
2017-06-02,6,11,78
2017-06-02,1,24,83
2017-06-02,3,4,46
2017-06-02,6,15,78
2017-06-02,9,33,121
2017-06-02,5,48,68
2017-06-02,10,32,60
2017-06-02,8,25,143
2017-06-02,5,39,45
2017-06-02,6,41,22
2017-06-02,1,16,25
2017-06-02,5,13,89
2017-06-02,8,21,66
2017-06-02,9,15,133
2017-06-02,1,50,83
2017-06-02,7,5,17
2017-06-02,8,42,44
2017-06-02,4,23,37
2017-06-02,9,27,33
2017-06-02,9,41,26
2017-06-02,5,1,15
2017-06-02,2,38,146
2017-06-02,8,11,110
2017-06-02,5,42,42
2017-06-02,3,29,139
2017-06-02,4,43,77
2017-06-02,1,45,104
2017-06-02,5,31,68
2017-06-02,1,31,70
2017-06-02,6,3,44
2017-06-02,3,43,82
2017-06-02,9,7,79
2017-06-02,7,7,50
2017-06-02,5,50,68
2017-06-02,3,7,100
2017-06-02,10,50,95
2017-06-02,8,8,137
2017-06-02,7,30,41
2017-06-02,6,45,74
2017-06-02,3,21,63
2017-06-02,9,3,57
2017-06-02,1,11,82
2017-06-02,8,27,26
2017-06-02,8,20,80
2017-06-02,3,46,97
2017-06-02,2,49,52
2017-06-02,1,48,64
2017-06-02,3,6,100
2017-06-02,2,50,117
2017-06-02,8,50,118
2017-06-02,3,22,133
2017-06-02,10,7,84
2017-06-02,5,18,83
2017-06-02,4,40,45
2017-06-02,6,44,32
2017-06-02,9,25,135
2017-06-02,6,46,68
2017-06-02,3,37,56
2017-06-02,5,26,51
2017-06-02,2,18,162
2017-06-02,4,41,38
2017-06-02,8,28,158
2017-06-02,8,46,94
2017-06-02,2,47,39
2017-06-02,8,23,49
2017-06-02,3,9,86
2017-06-02,9,13,123
2017-06-02,2,27,52
2017-06-02,6,2,63
2017-06-02,3,16,38
2017-06-02,8,1,32
2017-06-02,1,22,89
2017-06-02,7,35,72
2017-06-02,7,42,29
2017-06-02,8,35,118
2017-06-02,5,7,76
2017-06-02,3,33,103
2017-06-02,2,40,67
2017-06-02,3,8,128
2017-06-02,9,42,60
2017-06-02,5,10,81
2017-06-02,3,32,74
2017-06-02,10,3,41
2017-06-02,9,10,117
2017-06-02,8,3,62
2017-06-02,1,28,98
2017-06-02,8,12,96
2017-06-02,6,23,45
2017-06-02,9,2,90
2017-06-02,1,37,36
2017-06-02,3,34,35
2017-06-02,5,11,86
2017-06-02,4,30,60
2017-06-02,6,28,100
2017-06-02,4,21,65
2017-06-02,5,47,28
2017-06-02,9,39,79
2017-06-02,4,5,31
2017-06-02,1,49,39
2017-06-02,6,20,64
2017-06-02,1,9,57
2017-06-02,3,17,60
2017-06-02,5,15,81
2017-06-02,2,2,119
2017-06-02,7,44,29
2017-06-02,2,43,93
2017-06-02,9,20,69
2017-06-02,4,32,67
2017-06-02,9,31,88
2017-06-02,5,27,25
2017-06-02,5,43,54
2017-06-02,10,13,134
2017-06-02,10,46,95
2017-06-02,3,44,41
2017-06-02,10,27,31
2017-06-02,5,33,88
2017-06-02,10,38,125
2017-06-02,2,6,109
2017-06-02,7,12,79
2017-06-02,10,19,61
2017-06-02,2,44,40
2017-06-02,4,50,111
2017-06-02,3,45,109
2017-06-02,3,26,86
2017-06-02,3,38,144
2017-06-02,6,36,88
2017-06-02,4,17,46
2017-06-02,10,17,46
2017-06-02,7,25,74
2017-06-02,5,36,95
2017-06-02,2,37,44
2017-06-02,8,6,105
2017-06-02,7,16,24
2017-06-02,7,39,52
2017-06-02,2,22,155
2017-06-02,8,13,153
2017-06-02,1,14,82
2017-06-02,3,1,32
2017-06-02,1,32,61
2017-06-02,1,42,40
2017-06-02,3,24,96
2017-06-02,3,3,45
2017-06-02,6,35,60
2017-06-02,7,19,38
2017-06-02,4,44,41
2017-06-02,2,1,44
2017-06-02,5,4,23
2017-06-02,8,9,82
2017-06-02,4,29,113
2017-06-02,10,42,65
2017-06-02,5,38,84
2017-06-02,4,28,142
2017-06-02,5,8,82
2017-06-02,7,24,64
2017-06-02,3,35,112
2017-06-02,4,49,45
2017-06-02,9,43,77
2017-06-02,7,15,88
2017-06-02,1,4,19
2017-06-02,1,17,37
2017-06-02,7,13,89
2017-06-02,8,38,130
2017-06-02,10,14,102
2017-06-02,9,22,132
2017-06-02,2,48,89
2017-06-02,4,14,80
2017-06-02,1,5,19
2017-06-02,7,46,62
2017-06-02,7,18,75
2017-06-02,9,36,99
2017-06-02,3,31,92
2017-06-02,9,9,68
2017-06-02,9,46,89
2017-06-02,9,38,130
2017-06-02,1,15,120
2017-06-02,4,16,29
2017-06-02,10,41,36
2017-06-02,8,39,67
2017-06-02,8,41,37
2017-06-02,1,12,85
2017-06-02,3,15,164
2017-06-02,4,15,142
2017-06-02,6,33,74
2017-06-02,2,9,98
2017-06-02,5,35,64
2017-06-02,6,4,27
2017-06-02,4,26,71
2017-06-02,3,18,136
2017-06-02,6,7,70
2017-06-02,7,37,27
2017-06-02,4,25,118
2017-06-02,4,6,92
2017-06-02,5,34,24
2017-06-02,8,34,44
2017-06-02,9,12,92
2017-06-02,5,28,85
2017-06-02,1,26,57
2017-06-02,8,31,105
2017-06-02,4,19,64
2017-06-02,3,10,111
2017-06-02,4,7,93
2017-06-02,9,29,110
2017-06-02,2,3,72
2017-06-02,1,35,77
2017-06-02,1,36,106
2017-06-02,9,50,101
2017-06-02,6,16,24
2017-06-02,10,11,102
2017-06-02,5,14,66
2017-06-02,1,40,36
2017-06-02,7,38,85
2017-06-02,6,47,34
2017-06-02,8,10,109
2017-06-02,9,19,65
2017-06-02,8,26,86
2017-06-02,4,38,134
2017-06-02,8,29,107
2017-06-02,2,41,42
2017-06-02,10,37,30
2017-06-02,8,17,77
2017-06-02,9,4,31
2017-06-02,6,24,84
2017-06-02,6,8,91
2017-06-02,6,48,43
2017-06-02,3,27,36
2017-06-02,1,13,104
2017-06-02,7,20,45
2017-06-02,5,21,52
2017-06-02,9,47,25
2017-06-02,1,7,73
2017-06-02,8,49,51
2017-06-02,5,19,46
2017-06-02,9,32,65
2017-06-02,2,39,64
2017-06-02,10,33,122
2017-06-02,8,30,62
2017-06-02,2,28,134
2017-06-02,9,24,100
2017-06-02,7,1,17
2017-06-02,10,35,104
2017-06-02,9,48,83
2017-06-02,7,26,41
2017-06-02,3,47,40
2017-06-02,2,46,88
2017-06-02,10,10,114
2017-06-02,3,49,59
2017-06-02,8,18,129
2017-06-02,2,32,79
2017-06-02,10,4,34
2017-06-02,7,27,23
2017-06-02,3,40,57
2017-06-02,9,11,110
2017-06-02,8,2,105
2017-06-02,2,30,75
2017-06-02,6,25,91
2017-06-02,7,41,27
2017-06-02,2,7,106
2017-06-02,1,46,80
2017-06-02,1,38,114
2017-06-02,8,32,80
2017-06-02,10,45,145
2017-06-02,3,42,59
2017-06-02,5,32,45
2017-06-02,10,12,113
2017-06-02,3,12,105
2017-06-02,6,50,69
2017-06-02,4,3,41
2017-06-02,7,48,71
2017-06-02,1,19,49
2017-06-02,3,48,73
2017-06-02,9,18,127
2017-06-02,6,21,52
2017-06-02,6,39,52
2017-06-02,10,18,150
2017-06-02,10,49,47
2017-06-02,4,4,32
2017-06-02,7,8,71
2017-06-02,4,11,111
2017-06-02,5,24,68
2017-06-02,7,21,27
2017-06-02,1,44,33
2017-06-02,10,34,39
2017-06-02,5,17,36
2017-06-02,2,31,118
2017-06-02,8,7,98
2017-06-02,4,39,73
2017-06-02,7,43,57
2017-06-02,1,41,30
2017-06-02,3,11,113
2017-06-02,1,25,111
2017-06-02,1,23,32
2017-06-02,6,42,42
2017-06-02,7,28,88
2017-06-02,2,11,128
2017-06-02,2,4,48
2017-06-02,9,34,40
2017-06-02,9,16,45
2017-06-02,2,13,158
2017-06-02,4,37,39
2017-06-02,6,6,54
2017-06-02,4,46,81
2017-06-02,2,10,133
2017-06-02,1,39,52
2017-06-02,3,5,36
2017-06-02,8,36,131
2017-06-02,10,2,99
2017-06-02,7,3,41
2017-06-02,4,13,147
2017-06-02,5,16,31
2017-06-02,6,1,20
2017-06-02,8,33,122
2017-06-02,8,14,97
2017-06-02,9,21,66
2017-06-02,7,49,29
2017-06-02,6,9,56
2017-06-02,2,25,151
2017-06-02,6,18,97
2017-06-02,6,27,28
2017-06-02,6,22,89
2017-06-02,10,22,129
2017-06-02,3,50,125
2017-06-02,3,20,75
2017-06-02,8,5,32
2017-06-02,6,38,84
2017-06-02,7,6,61
2017-06-02,10,21,64
2017-06-02,8,37,52
2017-06-02,4,18,133
2017-06-02,4,48,78
2017-06-02,9,1,35
2017-06-02,5,5,18
2017-06-02,7,29,78
2017-06-02,10,5,35
2017-06-02,5,25,77
2017-06-02,4,33,98
2017-06-02,7,33,72
2017-06-02,1,10,91
2017-06-02,5,3,37
2017-06-02,7,50,65
2017-06-02,10,47,47
2017-06-02,7,34,21
2017-06-02,5,22,91
2017-06-02,10,36,124
2017-06-02,1,3,54
2017-06-02,6,31,72
2017-06-02,3,23,48
2017-06-02,1,1,25
2017-06-02,7,10,72
2017-06-02,7,14,53
2017-06-02,3,14,92
2017-06-02,3,2,100
2017-06-02,9,45,133
2017-06-02,7,22,96
2017-06-02,10,48,81
2017-06-02,4,2,91
2017-06-02,4,42,54
2017-06-02,1,6,56
2017-06-02,10,6,89
2017-06-02,1,47,26
2017-06-02,4,35,121
2017-06-02,5,46,52
2017-06-02,6,17,38
2017-06-02,7,17,33
2017-06-02,6,10,78
2017-06-02,5,45,77
2017-06-02,10,28,148
2017-06-02,3,19,73
2017-06-02,10,39,73
2017-06-02,9,5,25
2017-06-02,8,22,154
2017-06-02,5,9,52
2017-06-02,8,47,39
2017-06-02,1,27,38
2017-06-02,9,23,37
2017-06-02,7,23,28
2017-06-02,2,29,125
2017-06-02,4,34,34
2017-06-03,4,43,94
2017-06-03,7,19,51
2017-06-03,7,5,21
2017-06-03,1,32,67
2017-06-03,8,26,93
2017-06-03,10,47,29
2017-06-03,10,25,122
2017-06-03,5,14,62
2017-06-03,5,6,67
2017-06-03,5,29,81
2017-06-03,3,44,56
2017-06-03,5,1,29
2017-06-03,6,17,52
2017-06-03,9,7,96
2017-06-03,5,2,72
2017-06-03,10,37,69
2017-06-03,2,38,164
2017-06-03,9,24,107
2017-06-03,2,15,149
2017-06-03,1,27,39
2017-06-03,5,39,51
2017-06-03,10,45,160
2017-06-03,8,30,79
2017-06-03,1,34,31
2017-06-03,4,20,62
2017-06-03,3,14,105
2017-06-03,10,9,96
2017-06-03,9,43,85
2017-06-03,1,39,60
2017-06-03,3,29,124
2017-06-03,6,41,17
2017-06-03,3,4,37
2017-06-03,10,27,41
2017-06-03,4,19,76
2017-06-03,9,17,57
2017-06-03,4,45,144
2017-06-03,10,21,83
2017-06-03,4,2,99
2017-06-03,10,16,56
2017-06-03,8,48,104
2017-06-03,8,20,76
2017-06-03,8,22,164
2017-06-03,8,5,30
2017-06-03,3,11,105
2017-06-03,2,21,83
2017-06-03,7,6,61
2017-06-03,5,22,98
2017-06-03,2,12,152
2017-06-03,4,48,75
2017-06-03,2,19,96
2017-06-03,5,3,45
2017-06-03,3,22,142
2017-06-03,6,31,67
2017-06-03,10,36,140
2017-06-03,10,28,135
2017-06-03,4,10,114
2017-06-03,3,50,95
2017-06-03,4,4,26
2017-06-03,2,11,129
2017-06-03,9,34,42
2017-06-03,5,25,99
2017-06-03,7,31,71
2017-06-03,7,3,43
2017-06-03,6,25,88
2017-06-03,10,8,119
2017-06-03,6,32,56
2017-06-03,2,34,57
2017-06-03,8,14,102
2017-06-03,9,8,117
2017-06-03,10,14,108
2017-06-03,5,12,100
2017-06-03,7,43,46
2017-06-03,3,12,111
2017-06-03,1,18,124
2017-06-03,10,26,67
